ID,Title,GrantType,ImageURL,Grantee0Name,Grantee0Inst,Grantee1Name,Grantee1Inst,Grantee2Name,Grantee2Inst,GrantYear,GrantMentor,GrantArea0,GrantArea1,GrantArea2,GrantAmount,Content0Header,Content0Content,Content1Header,Content1Content,Content2Header,Content2Content
6391,Neurocognitive Markers of Vulnerability to Suicidal Behavior Across the Life-Cycle,"Linked Standard Research Grant",http://afsp.org/wp-content/uploads/2016/04/Keilp-Bridge-Szanto-2014.jpg,"John Keilp, Ph.D.",Columbia University College of Physicians & Surgeons,"Jeffrey Bridge, Ph.D.",The Research Institute at Nationwide Children's Hospital and Ohio State University,"Katalin Szanto, M.D.",Western Psychiatric Institute and Clinic of the University of Pittsburgh School of Medicine,2014,NULL,"Neurobiological Studies",NULL,NULL,187168,Inside the Research,"<strong>Bios: </strong>Dr. Keilp received his Ph.D. in clinical psychology from Fordham University in 1990. He is currently Assistant Professor of Clinical Psychology in the Department of Psychiatry at Columbia University College of Physicians &amp; Surgeons.
Dr. Bridge received his Ph.D. in psychiatric epidemiology in 2001 from the University of Pittsburgh Graduate School Of Public Health. He is currently Associate Professor of Pediatrics at The Ohio State University College of Medicine.
Dr. Szanto received her medical degree from Semmelweis Medical University (Budapest) in 1980. She is currently Associate Professor of Psychiatry at the Western Psychiatric Institute and Clinic of the University of Pittsburgh School of Medicine.
<strong>Grant Categories:</strong> Neurobiological studies, brain functioning studies
<strong>Abstract:</strong> While there are many contributors to suicide<em>, </em>neurocognitive processes and the way people think and make decisions play a central role by distorting the manner in which information is processed, blocking access to adaptive behavior and undermining the individual’s capacity to deal with stressful life events.  This study will attempt to identify those neurocognitive deficits that are affected by developmental changes over time and those that are constant across the life span.  The investigators also evaluate the unique contribution of neurocognitive deficits over and above other clinical risk factors in people who have made suicide attempts.  Past research indicates that vulnerability to suicidal behavior is influenced by multiple, possibly overlapping, levels of neurocognitive dysfunction.  Deficits in basic information processing and higher order executive processes that affect behavioral control, as well as psychological content are suggested to contribute to suicidal behavior. To examine individuals across the age spectrum and control for possible confounders, the researchers will comprehensively assess neurocognitive function, suicidal behavior, psychopathology, personality traits, potential factors that can affect decision-making, physical status, and medication exposure. Participants will be 120 individuals with depression and a suicide attempt in the past year, 120 individuals depression and without a suicide attempt, and 96 non-psychiatric individuals. The study will operate at three sites, with ages ranging from 16-80. This is the first study to utilize multiple empirically-validated measures of neurocognitive functioning in a single assessment battery for the purpose of finding the most efficient set of classifiers of past suicide attempt status, and also incorporates a developmental focus to investigate the possibility that different neurocognitive deficits may play a different role at different points in the life span.
<strong>Impact:</strong> In addition to informing the development of brief screening measures of risk for suicidal behavior that are developmentally sensitive, if that proves to be needed,  markers for genetic and neurobiological studies, as well as targets for therapeutic interventions based on these neurocognitive deficits may be identified.",NULL,NULL,NULL,NULL
3664,Neurocognitive Substrates of Impaired Social Decision-Making in Older Suicide Attempters,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2016/01/Vanyukov-Polina-2014.jpg,"Polina Vanyukov, Ph.D.",University of Pittsburgh,NULL,NULL,NULL,NULL,2015,"Mauricio Delgado, Ph.D., University of Pittsburgh","Neurobiological Studies",NULL,NULL,85000,Inside the Research,"<strong>Question:</strong> What role does integration of social context in decision-making play in suicidal behavior?
<strong>Strategy:</strong> Compare the decision-making behavior of four groups: 1) older adults with major depression and potentially fatal suicide attempts; 2) with less severe attempts; 3) with no attempts; and 4) a group with no psychiatric history.
<strong>Impact:</strong> Understanding social decision-making deficits informs interventions.",NULL,NULL,NULL,NULL
29557,Neuroinflammation and Imminent Risk for Suicidal Behavior in Young Adults,"Linked Standard Research Grant",http://afsp.org/wp-content/uploads/2018/11/Mann-Melham-2018.jpg,"J. John Mann, M.D.",Research Foundation for Mental Hygiene ,"Nadine Melhem, Ph.D.",University of Pittsburgh Medical Center,NULL,NULL,2018,NULL,"Neurobiological Studies",NULL,NULL,300000,Inside the Research,"<strong>Question: </strong>Is inflammation related to imminent risk for suicidal behavior among young adults?
<strong>Strategy: </strong>Twenty-four young adults hospitalized for suicidal ideation with a plan and intent and a prior suicide attempt will be evaluated for neural inflammation using a brain scan (PET [11C]-PBR28) and a blood test.  Their brain function, biomarkers, and clinical and behavioral risk factors will be compared with 14 inpatients without history of suicidal ideation or attempt and 15 people without psychiatric history.
<strong>Impact: </strong>Use of add-on anti-inflammatory treatment to reduce suicide risk.",NULL,NULL,NULL,NULL
2466,Objective Sleep and Suicide in General Population Sample of Youth,"Young Investigator Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Singareddy-Ravi-2010.jpg,"Ravi Singareddy, M.D.",Penn State University College of Medicine,NULL,NULL,NULL,NULL,2011,"David Brent, M.D., University of Pittsburgh School of Medicine","Neurobiological Studies",NULL,NULL,85000,Inside the Research,"<strong>Bio:</strong> Dr. Singareddy received his medical degree in 1995 from the University of Heath Sciences at Kurnool Medical College in India. He is currently an Assistant Professor in the Department of Psychiatry at Penn State University College of Medicine and the Milton S. Hershey Medical Center.
<strong>Grant Categories:</strong> Sleep, adolescents
<strong>Abstract: </strong>Substantial evidence indicates that sleep disturbances such as insomnia, hypersomnia, and nightmares increase the risk of suicidal behaviors. Dr. Singareddy aims to determine the association among suicidal ideation, suicidal attempts. and sleep disturbances in 500 adolescents. He will record specific aspects of sleep in a sleep laboratory, including sleep efficiency, sleep latency, REM latency, poor subjective sleep, nightmares, and hypersomnia or oversleeping. He hypothesizes that adolescents experiencing suicidal ideation or history of a suicide attempt will also be suffering from measurable sleep problems. Further, he expects the severity of suicidal ideation to increase when sleep disturbances are accompanied by difficulties in attention and concentration,  impulsiveness, and increased risk-taking behaviors.
<strong>Impact:</strong> To establish the value of objective sleep and neurocognitive measures in assessing suicide risk, and to advance clinical approaches to suicide prevention in adolescents that include treatments for sleep problems.",NULL,NULL,NULL,NULL
3665,"Oncologists and Social Workers Identification, Responses, and Coping Strategies When Faced with Suicide",pilot,http://afsp.org/wp-content/uploads/2016/01/Granek-Leeat-2014.jpg,"Leeat Granek, Ph.D.",Ben Gurion University of the Negev,NULL,NULL,NULL,NULL,2015,NULL,"Psychosocial Studies","Community Intervention Studies",NULL,30000,Inside the Research,"<strong>Question:</strong> How do oncologists and social workers identify, respond to and cope with suicidal ideation in their cancer patients?
<strong>Strategy:</strong> Oncologists and social workers will be interviewed regarding mental health distress and suicidal ideation among their cancer patients.
<strong>Impact:</strong> Identification of barriers to addressing suicidal ideation among cancer patients.",NULL,NULL,NULL,NULL
152908,Opiate Suicide Study in Patients with Major Depression,"Focus Grant",http://afsp.org/wp-content/uploads/2019/11/Schatzberg-Alan-2018.jpg,"Alan Schatzberg, M.D.",Stanford University,NULL,NULL,NULL,NULL,2018,NULL,"Neurobiological Studies","Clinical Treatment Studies",NULL,1416096,Grant Information,"There has been much effort to provide immediate relief to people during a suicidal crisis. Ketamine, a pain relief medicine, has been shown to rapidly reduce severe suicidal ideation. This study provides ketamine, followed by four weeks of treatment with placebo or buprenorphine (a medication used to treat opioid addiction and pain) in order to attempt to sustain the anti-suicidal effect over time.",NULL,NULL,NULL,NULL
2464,Optical Brain Imaging Predictors of Treatment Response to Dialectical Behaviour Therapy for Non-Suicidal Self-Injury in Borderline Personality Disorder,"Young Investigator Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Ruocco-Anthony-2011.jpg,"Anthony Ruocco, Ph.D.",University of Toronto Scarborough,NULL,NULL,NULL,NULL,2012,"Paul Links, M.D., University of Toronto","Neurobiological Studies",NULL,NULL,85000,Inside the Research,"<strong>Bio:</strong> Dr. Ruocco received his doctorate from Drexel University in 2008. He is currently an Affiliate Research Scientist at the Centre for Addiction and Mental Health, an Assistant Professor in the Graduate Department of Psychology at the University of Toronto, and an Assistant Professor in the Department of Psychology at the University of Toronto Scarborough.
<strong>Research Categories:</strong> Brain imaging, dialectical behavior therapy, borderline personality disorder.
<strong>Abstract: </strong>The reduction of non-suicidal self-injury (NSSI) is a key target of Dialectical Behavior Therapy (DBT) for patients with borderline personality disorder (BPD). The identification of biological indicators of treatment response for NSSI in BPD is an important unmet need that has significant ramifications for optimizing treatments to reduce NSSI among these patients. Impulsivity has been identified as an essential feature of BPD that places patients at an increased risk for NSSI and suicide completion. Neuroimaging studies of impulse control, or response inhibition, implicate the ventrolateral prefrontal cortex (VLPFC) of the brain as a critical behavioral control center for BPD patients, who show reduced activation of this region under conditions of response inhibition; that is, not acting when identifying a stimulus. Activation of the VLPFC may thus serve as a promising biological indicator of treatment-associated changes in NSSI for patients with BPD. Dr. Ruocco will evaluate activation of the VLPFC on tests of response inhibition as a possible predictor of treatment response in this high-risk group. Thirty-one outpatients with BPD and NSSI from the Centre for Addiction and Mental Health in Toronto, Canada, will be evaluated prior to and after completing six months of DBT, Patients will complete tests of response inhibition (go/no-go and stop-signal tasks) while functional activation of the VLPFC is monitored using near-infrared spectroscopy. He will test whether VLPFC activation is associated with NSSI outcome measures. This research has the potential to identify biological markers that could predict which BPD patients may be most responsive to a psychological treatment aimed at reducing NSSI.
<strong>Impact:</strong> The identification of biological markers for predicting and assessing treatment response in individuals with NSSI and suicidal behaviors.",Research Connection,"<a href=""http://afsp.org/dialectal-behavioral-therapy-dbt-actually-change-way-brain-works/"">Click here</a> to read Dr. Ruocco's Research Connection.",NULL,NULL
6398,Organophosphate Insecticide Exposure as a Risk Factor for Attempting Suicide,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/04/London-Leslie-2013.jpg,"Leslie London, M.B., Ch.B., M.D., DOH, M.Med (PH), B.Sc. Hons (Epi)",University of Cape Town,NULL,NULL,NULL,NULL,2014,NULL,"Psychosocial Studies",NULL,NULL,90000,Inside the Research,"<strong>Bio:</strong> Dr. London received his medical degree from the University of Cape Town (South Africa) in 2005. He is currently Chair of the Division of Public Health Medicine and Associate Director for Environmental Health Research of the Centre for Occupational and Environmental Health Research at the University of Cape Town School of Public Health.
<strong>Grant Category:</strong> Psychosocial risk factors
<strong>Abstract:</strong> There is a need to further research environmental factors as a risk factor for suicidal behavior. For example, people who are exposed to Organoposphate insecticides (Op’s) have been shown to suffer from mood swings, depression, irritability, and anger. Changes in mood or impulsiveness are correlated to suicidal risk.  Dr. London is studying whether people who are exposed to OP’s in their occupation or environment are at a higher risk to attempt suicide. He will test whether long-term exposure to OP’s is associated with an increased risk of suicide by comparing 200 participants who have attempted suicide and 200 participants who have not attempted suicide. Exposure to Op’s will be measured through a detailed questionnaire documenting history of occupational and non-occupational exposure to OP’s by a questionnaire for every participant. Along with the questionnaire, the researchers will take a sample of hair follicles in the participants to measure long-term exposure to OP as well. All of the participants will be over 18 and they will be matched by age and sex with the comparison group. Dr. London and his team will conduct statistical analysis to estimate the associations between exposure to OP’s and suicide attempts.
<strong>Impact: Inform r</strong>ecommendations for policy interventions to reduce environmental exposures and suicide risk.",NULL,NULL,NULL,NULL
6399,Oxidative DNA Damage in Brainstem Oligodendrocytes in Depressed Suicide Victims,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/04/Ordway-Gregory-2013.jpg,"Gregory Ordway, Ph.D.","East Tennessee State University, Quillen College of Medicine",NULL,NULL,NULL,NULL,2014,NULL,"Genetic Studies",NULL,NULL,89972,Inside the Research,"<strong>Bio:</strong> Dr. Ordway received his Ph.D. in pharmacology from Ohio State University in 1985.  He is currently a Professor in the Department of Biomedical Sciences at Quillen College of Medicine at East Tennessee State University.
<strong>Grant Categories:</strong> Neurobiological studies, brain functioning studies
<strong>Abstract: </strong>The body responds to stress in many ways that affect genetic material, inflammatory response and stress-related hormones. Exposure to stress is a major contributor to the development of psychiatric disorders like major depressive disorder (MDD) and factors related to suicide risk.  DNA (deoxyribonucleic acid) is the genetic material found in every cell that directs the development of proteins and at the end of DNA, like a cap, there is a telomere that gets worn away with aging. Recent studies suggest that stress speeds up cellular aging and this process can be assessed by measuring telomeric DNA length in the blood cells from chronically stressed humans. Recently it has been demonstrated that depression and suicide are associated with advanced aging/oxidative DNA damage that occurs in a specific type of brain cell (oligodendrocyte) that provides insulation to electrical conduction along neurons in the brain.  This study will investigate the potential for advanced cellular aging to affect these cells in an area of the brain previously associated with depression and suicide. The study will examine relative telomere lengths; oxidative DNA damage; and gene expression. Tissue samples for twelve pairs of subjects/controls from three brain banks will be analyzed. Subjects will be individuals with MDD who died by suicide and a healthy comparison group who died by accidents or natural causes. Diagnoses will be determined through post-mortem interviews at time of death. Greater understanding of the molecular pathology of oligodendrocytes may yield clues to the causes of depression and suicide.
<strong>Impact: </strong>Identification of unique molecular targets for therapies that are specifically designed to lessen stress-induced acceleration of cellular aging and the associated negative consequences.",NULL,NULL,NULL,NULL
152920,Pain-Based Catastrophic Thinking and Suicidality: A Cognitive-Interpersonal Examination,"Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Shahar-Golan-2018.jpg,"Golan Shahar, Ph.D. ",Ben-Gurion University of the Negev (Israel),NULL,NULL,NULL,NULL,2018,NULL,"Psychosocial Studies","Community Intervention Studies",NULL,99990,Grant Information,"Chronic pain is one of many potential contributors to suicidal ideation and behavior. It is not clear if risk is related to the pain itself, how the pain is perceived, or factors such as lack of social support and feeling like a burden. Measuring how people feel, think, and experience their pain and their social support over time may provide information about the relationship between chronic pain and suicide.",NULL,NULL,NULL,NULL
29573,Parental Expressed Emotion and Suicide-Related Disclosure in Suicidal Adolescents,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2018/11/Frey-Laura-2017.jpg,"Laura Frey, Ph.D.",University of Louisville,NULL,NULL,NULL,NULL,2018,"David Goldston, Ph.D., Duke University","Psychosocial Studies",NULL,NULL,85000,Inside the Research,"<strong>Question:</strong> Do family dynamics and stigma affect adolescents’ willingness to disclose suicidal ideation and behavior and seek treatment?
<strong>Strategy: </strong>Adolescents with suicidal ideation or a recent suicide attempt (n=150) will be recruited from Norton Children’s Hospital. Adolescents and at least one parent will complete baseline survey instruments and an in-depth interview with adolescents and parents separately. Follow-ups will be completed at two and four months following baseline to assess follow-through with treatment recommendations, adolescent functioning, and suicide-related disclosure practices.
<strong>Impact: </strong>Interventions to create a safe family environment for disclosure and treatment for suicidal ideation and behavior.",NULL,NULL,NULL,NULL
2559,Parental Validation and Aversive Self-Awareness as the Mechanisms of Change for Suicidal Adolescents,"Young Investigator Grant",http://afsp.wpengine.com/wp-content/uploads/2016/01/Adrian-Molly-2012.jpg,"Molly Adrian, Ph.D.",University of Washington,NULL,NULL,NULL,NULL,2013,"Marsha Linehan, Ph.D., University of Washington","Psychosocial Studies",NULL,NULL,85000,Inside the Research,"<strong>Bio:</strong> Dr. Adrian received her doctorate at the University of Maine in 2009. She is currently the Acting Assistant Professor in the Department of Psychiatry and Behavioral Science at the University of Washington.
<strong>Research Category:</strong> Psychosocial
<strong>Abstract: </strong>DBT, Dialectical Behavior Therapy, is a complex treatment shown to be helpful to adolescents with suicidal ideation and behavior. This study looks at changes in how parents and their suicidal teens relate so DBT can be streamlined for use by clinicians working with self‐injuring youth.
The relationship between parent and child is very important.  Children build their self-esteem when they feel understood, appreciated and validated by their parents and others. Most children can tolerate the ups and downs in their relationship with their parents and still maintain their feelings of worthiness.  It is thought that adolescents with suicidal ideation and behavior are not as able to maintain their feelings of worthiness when faced with the fluctuations in parental validation.   Instead, their feelings of self-hate or self-aversion awareness are increased, which may increase suicide risk.   It may be that one mechanism important in DBT is that adolescent’s self-aversive thoughts in response to parental validation become more flexible and less self-deprecating, and that changes in this relationship dynamic may lead to reduced suicide ideation and behavior.
This study capitalizes on the opportunity to collect data within the infrastructure of a larger study funded by the National Institute of Mental Health.  The larger study compares DBT for adolescents with suicidal behavior with those being treated with combined individual and group supportive therapy (I/GST).  Dr. Adrian will work to determine if parental validation and adolescent self-aversion awareness are changed, and what part of DBT is helpful.
<strong>Impact:  </strong>Improved treatment of suicidal teens using Dialectical Behavior Therapy (DBT).",NULL,NULL,NULL,NULL
29576,"Peer Bullying, Epigenetics, and Suicidal Risk: Prospective Associations","Young Investigator Grant",http://afsp.org/wp-content/uploads/2018/11/Geoffroy-Marie-Claude-2017.jpg,"Marie-Claude Geoffroy, Ph.D.",McGill University (Canada),NULL,NULL,NULL,NULL,2018,"Gustavo Turecki, Ph.D., McGill University","Genetic Studies","Psychosocial Studies",NULL,83080,Inside the Research,"<strong>Question: </strong>Does peer bullying during childhood affect gene expression and increase the risk of suicide?
<strong>Strategy: </strong>Use data from two cohorts, the National Child Development Study (NCDS; n=17638) and the Quebec Longitudinal Study of Child Development (QLSCD; n=2120). Self-report measures on bullying (10-17 years), suicidal ideation, and suicide attempt (13-17 years) and genetic samples are available for study.
<strong>Impact: </strong>Greater understanding of the potential role of bullying in childhood and genetics on suicide death.",NULL,NULL,NULL,NULL
2419,Person-Specific Modeling of Suicidal Ideation in Sexual Minority Youth,pilot,http://afsp.staging.wpengine.com/wp-content/uploads/2016/01/Sinclair-Katerina-20111.jpg,"Katerina O. Sinclair, Ph.D., M.A.S.",University of Arizona,NULL,NULL,NULL,NULL,2012,NULL,"Psychosocial Studies",NULL,NULL,30000,Inside the Research,"<strong>Bio:</strong> Dr. Sinclair received her doctorate and Master of Advanced Studies degrees from Pennsylvania State University in 2010. She is currently the Project Director and Statistical Consultant at the McClelland Institute for Children, Youth &amp; Families and the Southwest Institute for Research on Women, both at the University of Arizona.
<strong>Research Categories:</strong> Sexual orientation and suicidal ideation in adolescents.
<strong>Abstract: </strong>While many factors have been identified that are associated with suicidal ideation and behavior, it is difficult to predict what factors are functioning to produce such behavior in a particular individual. The goal of Dr. Sinclair’s study is to develop a method to predict changes in the severity of suicidal ideation and depression in an individual over time. She is particularly focused on sexual-minority youth and the application of Joiner’s model of suicide. Her primary aim is to demonstrate that following individuals intensively over time will allow for the identification of factors that increase and decrease suicidal ideation and behavior. Using this novel approach, she hypothesizes that: (1) individual models will predict changes in suicidal ideation more effectively than population models; (2) factors that affect suicidal ideation will be specific to each youth and their impact will change over time; and (3) individual models will successfully identify protective factors and interventions that reduce suicidal ideation over time in each youth. In order to test this, three to five youth who report high levels of suicidal ideation will be recruited from a larger, multisite, longitudinal study of suicidal ideation in LGBT youth. Each participant will complete a 120-day daily assessment using a battery of instruments that assess suicidal ideation and depression, stressful experiences, coping skills, and treatment received. She will examine and compare the patterns identified for each youth to understand suicidal ideation and behavior.
<strong>Impact:</strong> To create an online interface that would create person-specific models in real time allowing clinicians to closely monitor clients in order to select appropriate interventions.",NULL,NULL,NULL,NULL
3630,Pilot Study of a Brief Intervention for Medically Hospitalized Suicide Attempt Survivors,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2016/01/OConnor-Stephen-2013.jpg,"Stephen O’Connor, Ph.D.",Western Kentucky University,NULL,NULL,NULL,NULL,2014,"Katherine Comtois, Ph.D., M.P.H., University of Washington","Psychosocial Studies","Clinical Treatment Studies",NULL,82290,Inside the Research,"<strong>Bio:</strong> Dr. O’Connor received his Ph.D in clinical psychology from the Catholic University of America in 2010. He is currently Assistant Professor in the Department of Psychological Sciences at Western Kentucky University.
<strong>Research Categories:</strong> Clinical treatment, psychosocial
<strong>Abstract:</strong> Transition from care on an inpatient medical service after a suicide attempt to continued mental health care can be difficult and a time of increased risk for suicidal behavior.  With an average stay of 4 days, the inpatient medical setting offers the opportunity to deliver a well-timed intervention to engage people in ongoing treatment. Dr. O’Connor will use a randomized control trial to examine and further develop the Brief Intervention for Medically Admitted Suicide Attempt Survivors (BI-MASAS). This intervention is designed to be implemented by a wide range of care providers and requires no additional staffing. The goal of the intervention is to help the person identify the factors underlying their suicidal ideation and move more rapidly towards making a decision to reject suicide and actively address the problems that led to their suicide attempt. Ideally, the person would be more likely to engage in ongoing mental health care, including inpatient psychiatric hospitalization and outpatient mental health services as appropriate.
One hundred participants admitted to the medical floor at Vanderbilt University Medical Center as a result of a suicide attempt will be invited to participate. After a baseline assessment of factors known to contribute to suicidal attempts, half will be randomized to receive treatment as usual plus BI-MASAS and half will receive just treatment as usual. The participants in his study will be followed and reassessed at 1, 3, and 12 months in order to record their progress. The participants will also fill out a self-report survey on their personal satisfaction with this care.
<strong>Impact:</strong> An intervention to reduce suicide risk for people medically hospitalized for a suicide attempt.",NULL,NULL,NULL,NULL
152917,Pilot Study to Identify Modifiable Transdiagnostic Suicide Attempt Risk Factors,"Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Rodriguez-Carolyn-2018.jpg,"Carolyn Rodriguez, M.D., Ph.D.",Stanford University,NULL,NULL,NULL,NULL,2018,NULL,"Neurobiological Studies",NULL,NULL,100000,Grant Information,"Cognitive control, which enables people to flexibly switch between thought and action and to regulate perseverative thoughts, is related to suicide risk. It is important to test cognitive function over time among people who have made suicide attempts and those who have not, to learn more about thought processes that may be related to risk. It is possible to increase flexibility in thinking which could reduce risk for suicide.",NULL,NULL,NULL,NULL
2405,Placebo-Controlled Trial of Lithium + TAU for Acute Suicidal Ideation and/or Behavior in Patients with Major Depression,"Standard Research Grant",http://afsp.staging.wpengine.com/wp-content/uploads/2016/01/Bauer-Michael-2011.jpg,"Michael Bauer, M.D., Ph.D.","University Hospital Carl Gustav Carus, Technische Universität Dresden",NULL,NULL,NULL,NULL,2012,NULL,"Clinical Treatment Studies",NULL,NULL,75000,Inside the Research,"<strong>Bio:</strong> Dr. Bauer received his doctorate and medical degree from the Freie Universität Berlin in 1987 and 1989, respectively. He is currently the Director and Executive Chair of the Department of Psychiatry and Psychotherapy, and the Physician-in-Chief, at the Psychiatric Hospital and Outpatient Clinics, all at University Hospital Carl Gustav Carus, Technische Universität Dresden in Germany.
<strong>Research Categories:</strong> Lithium treatment, depression.
<strong>Abstract: </strong>There is convincing evidence that long-term lithium treatment has anti-suicidal effects in patients who have a mood disorder. It is an inexpensive medication that is widely available and underutilized. Dr. Bauer will evaluate the day-to-day effects of lithium on people who have been hospitalized for depression and suicidal ideation or attempts. All participants will receive usual inpatient treatment and either lithium or a placebo for five weeks. Participants will provide daily assessments of their suicidal ideation and behavior, along with regular assessments of depression and impulsiveness. This study examines the short-term effect of lithium, and whether any identified changes in suicidal ideation and behavior are associated with reduction of impulsiveness, depression, or both.
<strong>Impact:</strong> To improve treatment and reduce risk for individuals who experience suicidal ideation or who have made suicide attempts.",NULL,NULL,NULL,NULL
3652,Plasma microRNAs as Biomarker for Suicidality and Treatment Outcome,"Standard Research Grant",http://afsp.org/wp-content/uploads/2016/01/Dwivedi-Yogesh-2014.jpg,"Yogesh Dwivedi, Ph.D.",University of Alabama at Birmingham,NULL,NULL,NULL,NULL,2015,NULL,"Genetic Studies","Clinical Treatment Studies",NULL,90000,Inside the Research,"<strong>Question:</strong> Is there a biomarker for medication treatment response in depression?
<strong>Strategies:</strong> Compare neural-derived miRNAs’ gene exomes in depressed patients with and without suicidal ideation on lithium vs. paliperidone. Individuals without psychiatric conditions will also be studied.
<strong>Impact:</strong> Biomarkers for individualized medication treatment for depression with suicidal ideation.",NULL,NULL,NULL,NULL
18633,Polyunsaturated Fatty Acids as Predictors of Future Suicide Attempt,"Young Investigator Grant",http://afsp.org/wp-content/uploads/2017/10/Daray-Federico-2016.jpg,"Federico Daray, M.D., Ph.D.",University of Buenos Aires (Argentina),NULL,NULL,NULL,NULL,2017,"M. Elizabeth Sublette, M.D., Ph.D., Columbia University","Neurobiological Studies",NULL,NULL,85000,Inside the Research,"<strong>Question: </strong>Do blood levels of polyunsaturated fatty acids (PUFA) help predict suicide attempts?
<strong>Strategy: </strong>Examine the relationships among PUFA levels, cholesterol, and suicide attempts in a sample of 90 well-characterized people seen in an emergency department and then followed for two years.
<strong>Impact: </strong>A potential biomarker for suicidal behavior.",NULL,NULL,NULL,NULL
3669,Post Traumatic Growth among Suicide Survivors: Longitudinal Effects of Interpersonal Characteristics,pilot,http://afsp.org/wp-content/uploads/2016/01/Levi-Belz-Yossi-2014.jpg,"Yossi Levi-Belz, Ph.D.",Ruppin Academic Center,NULL,NULL,NULL,NULL,2015,NULL,"Loss Survivor Studies",NULL,NULL,29791,Inside the Research,"<strong>Question:</strong> Are there personal factors that can facilitate growth after a suicide loss?
<strong>Strategy:</strong> Follow three groups of people for one year: those who have experienced 1) suicide loss, 2) unnatural sudden death, and 3) natural sudden death; and examine the impact of interpersonal resources, cognitive processes and help-seeking.
<strong>Impact:</strong> Learning ways to encourage Post-Traumatic Growth among suicide loss survivors.",NULL,NULL,NULL,NULL
152914,Post-Hospital Suicide Prevention Intervention for Patients with Schizophrenia-Spectrum Disorders,"Standard Research Grant",http://afsp.org/wp-content/uploads/2019/11/Gaudiano-Brandon-2018.jpg,"Brandon Gaudiano, Ph.D. ",Butler Hospital/Alpert Medical School of Brown University,NULL,NULL,NULL,NULL,2018,NULL,"Clinical Treatment Studies",NULL,NULL,100000,Grant Information,"The risk for suicide and suicide attempts among people with schizophrenia is increased, especially during the transition from inpatient to outpatient treatment. The Coping Long-Term with Active Suicide Program (CLASP) is an intervention that has helped people with suicide risk and other mental health conditions with the transition. With adaptation, CLASP may be helpful to people with schizophrenia.",NULL,NULL,NULL,NULL
2417,Posttraumatic Stress Disorder and Suicide among Massachusetts Veterans,"Young Investigator Grant",http://afsp.staging.wpengine.com/wp-content/uploads/2016/01/Gradus-Jaimie-2011.jpg,"Jaimie L. Gradus, D.Sc., M.P.H.",Boston VA Research Institute,NULL,NULL,NULL,NULL,2012,"Matthew Miller, M.D., M.P.H., D.Sc., Harvard University","Psychosocial Studies",NULL,NULL,83911,Inside the Research,"<strong>Bio:</strong> Dr. Gradus received her doctorate from Boston University in 2009. She is currently an Epidemiologist in the VA Boston Healthcare system and holds Assistant Professorships in the Psychiatry Department and Epidemiology Department at Boston University.
<strong>Research Categories:</strong> Suicide and PTSD among military veterans.
<strong>Abstract: </strong>The rate of suicide among military veterans has been found to be higher than in the general population. Post-traumatic stress disorder (PTSD) has been associated with suicide and nonfatal suicidal acts by some researchers but not others, depending on their methodology. Dr. Gradus will use data from the VA hospital system in Massachusetts from 2000 to 2007, including data available from approximately 18,000 veterans with PTSD and 90,000 without PTSD, to examine the association between suicide and nonfatal suicidal acts in veterans with PTSD. She hypothesizes that: (1) the rate of suicidal behavior (suicide attempts and suicides) among veterans diagnosed with PTSD will be higher than the rate of suicidal behavior among VA patients without PTSD, and (2) the rate of suicidal behavior among veterans with PTSD and depression will be greater than for those with either a PTSD or depression diagnosis alone. She will examine the role of demographic characteristics, psychiatric diagnosis, and treatment to help clarify the relationship between PTSD and suicidal behavior in veterans who are treated in the VA hospital in Massachusetts.
<strong>Impact:</strong> To identify risk and protective factors related to suicide and nonfatal suicidal acts among military veterans.",NULL,NULL,NULL,NULL
29565,PREDICTOR: Pharmacy Identification and Primary Care Intervention of Older Adults at Risk for Suicide,"Standard Research Grant",http://afsp.org/wp-content/uploads/2018/11/Karp-Jordan-2017.jpg,"Jordan Karp, M.D.",University of Pittsburgh,NULL,NULL,NULL,NULL,2018,NULL,"Clinical Treatment Studies",NULL,NULL,99623,Inside the Research,"<strong>Question: </strong>Is it feasible for pharmacy staff to screen and coordinate care for older patients medicated for both depression and pain?
<strong>Strategy:</strong> Elderly people prescribed both antidepressants and opioids will be screened for depression and pain by pharmacy staff. A follow-up telephone assessment for suicidal ideation and behavior and other suicide risk factors will be conducted. Using this information and needs reported by rural primary care phyicians, a focused care coordination intervention will be developed and evaluated.
<strong>Impact:  </strong>Care coordination in pharmacies for older adults treated for depression and pain<strong>.</strong>",NULL,NULL,NULL,NULL
